vent_vitesse_min_min,vent_vitesse_min_mean,vent_vitesse_max_max,vent_vitesse_max_mean,vent_rafales_max,vent_rafales_mean,vent_direction_deg_max,vent_direction_deg_mean,mer_score_min_min,mer_score_min_mean,mer_score_max_max,mer_score_max_mean,mer_hauteur_min_min,mer_hauteur_min_mean,mer_hauteur_max_max,mer_hauteur_max_mean,temps_precipitation_max,temps_precipitation_mean,temps_orage_max,temps_orage_mean,temps_visibilite_reduite_min,temps_visibilite_reduite_mean,temps_clair_min,temps_clair_mean,temps_nuageux_max,temps_nuageux_mean,temps_score_danger_max,temps_score_danger_mean,score_risque_max,score_risque_mean,annee,mois,jour,jour_semaine,jour_annee,saison_cyclonique,weekend,mois_sin,mois_cos,vent_amplitude,vent_moyen,rafales_fortes,mer_hauteur_moy,mer_amplitude,nb_conditions_defavorables,score_meteo_max,incident,date,swh_mean_global,swh_mean_max,swh_mean_std,swh_max_absolu,swh_max_mean,swh_std_mean,score_vague_max,score_vague_mean,n_points_total,ecart_hauteur_bulletin_satellite,swh_coefficient_variation,swh_extreme,score_satellite_composite,vent_mer_risque,rafale_mer_risque,score_saison_risque,vent_precipitation_risque,score_composite_meteo,ratio_mer_vent,vent_vitesse_max_max_lag1,vent_vitesse_max_max_lag2,vent_vitesse_max_max_lag3,mer_hauteur_max_max_lag1,mer_hauteur_max_max_lag2,mer_hauteur_max_max_lag3,score_risque_max_lag1,score_risque_max_lag2,score_risque_max_lag3,vent_rafales_max_lag1,vent_rafales_max_lag2,vent_rafales_max_lag3,vent_vitesse_max_max_rolling3,vent_vitesse_max_max_rolling7,mer_hauteur_max_max_rolling3,mer_hauteur_max_max_rolling7,score_risque_max_rolling3,score_risque_max_rolling7,vent_rafales_max_rolling3,vent_rafales_max_rolling7,degradation_score,degradation_vent,tendance_risque,taux_incident_global,score_risque_mois,taux_incident_saison
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2021,6,9,2,160,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.625,2.25,0.0,0.0,0,2021-06-09,,,,,,,,,,,,0,,55.0,68.75,0,0.0,19.75,0.13095238095238096,20.0,20.0,20.0,2.5,2.75,2.75,20.0,3.0,3.0,20.0,25.0,25.0,20.0,20.0,2.6666666666666665,2.642857142857143,7.666666666666667,10.285714285714286,23.333333333333332,24.285714285714285,-20.0,0.0,-2.6190476190476195,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,2,2.0,6,6.0,2021,6,10,3,161,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.625,2.25,2.0,6.0,0,2021-06-10,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.5,2.75,0.0,20.0,3.0,25.0,20.0,25.0,20.0,20.0,2.6666666666666665,2.6785714285714284,8.666666666666666,7.857142857142857,23.333333333333332,24.285714285714285,6.0,0.0,0.8095238095238093,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,3,3.0,2021,6,11,4,162,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.625,2.25,2.0,3.0,0,2021-06-11,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.75,2.5,6.0,0.0,20.0,25.0,25.0,20.0,20.0,20.0,2.75,2.7142857142857144,3.0,5.0,25.0,24.285714285714285,-3.0,0.0,-2.0,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,6,6.0,2021,6,12,5,163,0,1,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.625,2.25,2.0,6.0,0,2021-06-12,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.75,2.75,3.0,6.0,0.0,25.0,25.0,25.0,20.0,20.0,2.75,2.7142857142857144,5.0,5.857142857142857,25.0,24.285714285714285,3.0,0.0,-0.8571428571428568,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,15.0,15.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2021,6,13,6,164,0,1,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.875,1.25,2.0,26.0,0,2021-06-13,,,,,,,,,,,,0,,50.0,37.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.75,2.75,2.75,6.0,3.0,6.0,25.0,25.0,25.0,20.0,20.0,2.6666666666666665,2.6785714285714284,11.666666666666666,9.142857142857142,21.666666666666668,22.857142857142858,20.0,0.0,2.5238095238095237,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2021,6,18,4,169,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.875,1.25,2.0,26.0,0,2021-06-18,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.5,2.75,2.75,26.0,6.0,3.0,15.0,25.0,25.0,20.0,20.0,2.5833333333333335,2.642857142857143,19.333333333333332,12.428571428571429,21.666666666666668,22.857142857142858,0.0,0.0,6.904761904761903,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,6,6.0,2021,6,19,5,170,0,1,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.625,2.25,2.0,6.0,0,2021-06-19,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.5,2.5,2.75,26.0,26.0,6.0,25.0,15.0,25.0,20.0,20.0,2.5833333333333335,2.6785714285714284,19.333333333333332,10.428571428571429,21.666666666666668,23.571428571428573,-20.0,0.0,8.904761904761903,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,6,6.0,2021,6,20,6,171,0,1,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.625,2.25,2.0,6.0,0,2021-06-20,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.5,2.5,6.0,26.0,26.0,25.0,25.0,15.0,20.0,20.0,2.6666666666666665,2.6785714285714284,12.666666666666666,11.285714285714286,25.0,23.571428571428573,0.0,0.0,1.3809523809523796,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,6,6.0,2021,6,21,0,172,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.625,2.25,2.0,6.0,0,2021-06-21,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.75,2.5,6.0,6.0,26.0,25.0,25.0,25.0,20.0,20.0,2.75,2.6785714285714284,6.0,11.285714285714286,25.0,23.571428571428573,0.0,0.0,-5.2857142857142865,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,6.0,6.0,1.25,1.25,4.0,4.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,31,31.0,2021,6,23,2,174,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,2.625,2.75,2.0,31.0,0,2021-06-23,,,,,,,,,,,,0,,80.0,100.0,0,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,2.75,2.75,2.75,6.0,6.0,6.0,25.0,25.0,25.0,20.0,20.0,3.1666666666666665,2.857142857142857,14.333333333333334,15.285714285714286,25.0,23.571428571428573,25.0,0.0,-0.9523809523809526,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2021,6,24,3,175,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.875,1.25,2.0,26.0,1,2021-06-24,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,4.0,2.75,2.75,31.0,6.0,6.0,25.0,25.0,25.0,20.0,20.0,3.0833333333333335,2.8214285714285716,21.0,18.142857142857142,25.0,23.571428571428573,-5.0,0.0,2.8571428571428577,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,3.0,2021,6,25,4,176,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,1.625,2.25,2.0,3.0,0,2021-06-25,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.5,4.0,2.75,26.0,31.0,6.0,25.0,25.0,25.0,20.0,20.0,3.0833333333333335,2.857142857142857,20.0,14.857142857142858,25.0,25.0,-23.0,0.0,5.142857142857142,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,30.0,30.0,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,13,13.0,2021,6,28,0,179,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,1,1.625,2.25,2.0,13.0,0,2021-06-28,,,,,,,,,,,,0,,55.0,82.5,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.5,4.0,3.0,26.0,31.0,25.0,25.0,25.0,20.0,20.0,2.6666666666666665,2.892857142857143,14.0,13.0,26.666666666666668,25.714285714285715,10.0,0.0,1.0,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,5.0,5.0,6.0,6.0,1.25,1.25,4.0,4.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,36,36.0,2021,6,30,2,181,0,0,1.2246467991473532e-16,-1.0,15.0,11.375,0,2.625,2.75,2.0,36.0,0,2021-06-30,,,,,,,,,,,,0,,80.0,100.0,0,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,2.75,2.75,2.5,13.0,3.0,26.0,30.0,25.0,25.0,20.0,20.0,3.1666666666666665,3.0714285714285716,17.333333333333332,17.285714285714285,26.666666666666668,25.714285714285715,23.0,0.0,0.04761904761904745,0.15151515151515152,10.714285714285714,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.4,2.4,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,25,25.0,2021,7,6,1,187,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,1.825,1.15,0.0,25.0,0,2021-07-06,,,,,,,,,,,,0,,48.0,60.0,0,0.0,18.0,0.11428571428571428,20.0,20.0,20.0,4.0,2.75,2.75,36.0,13.0,3.0,25.0,30.0,25.0,20.0,20.0,3.0500000000000003,3.0214285714285714,24.666666666666668,20.0,26.666666666666668,25.714285714285715,-11.0,0.0,4.666666666666668,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.4,2.4,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,25,25.0,2021,7,7,2,188,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,1.825,1.15,0.0,25.0,0,2021-07-07,,,,,,,,,,,,0,,48.0,60.0,0,0.0,18.0,0.11428571428571428,20.0,20.0,20.0,2.4,4.0,2.75,25.0,36.0,13.0,25.0,25.0,30.0,20.0,20.0,2.9333333333333336,2.971428571428571,28.666666666666668,22.714285714285715,25.0,25.714285714285715,0.0,0.0,5.9523809523809526,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.4,2.4,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,25,25.0,2021,7,8,3,189,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,1.825,1.15,0.0,25.0,0,2021-07-08,,,,,,,,,,,,0,,48.0,60.0,0,0.0,18.0,0.11428571428571428,20.0,20.0,20.0,2.4,2.4,4.0,25.0,25.0,36.0,25.0,25.0,25.0,20.0,20.0,2.4,2.742857142857143,25.0,21.857142857142858,25.0,25.714285714285715,0.0,0.0,3.1428571428571423,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,31,31.0,2021,7,9,4,190,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,3.25,1.5,2.0,31.0,0,2021-07-09,,,,,,,,,,,,0,,80.0,100.0,0,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,2.4,2.4,2.4,25.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,2.933333333333333,2.957142857142857,27.0,22.571428571428573,25.0,25.714285714285715,6.0,0.0,4.428571428571427,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,30.0,30.0,135.0,135.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,41,41.0,2021,7,13,1,194,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,1,3.25,1.5,2.0,41.0,0,2021-07-13,,,,,,,,,,,,0,,80.0,120.0,0,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,4.0,2.4,2.4,31.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,3.4666666666666663,3.1357142857142857,32.333333333333336,28.0,26.666666666666668,26.428571428571427,10.0,0.0,4.333333333333336,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,36,36.0,2021,7,14,2,195,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,3.25,1.5,2.0,36.0,1,2021-07-14,,,,,,,,,,,,0,,80.0,100.0,0,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,4.0,4.0,2.4,41.0,31.0,25.0,30.0,25.0,25.0,20.0,20.0,4.0,3.314285714285714,36.0,31.285714285714285,26.666666666666668,25.714285714285715,-5.0,0.0,4.714285714285715,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,30.0,30.0,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,16,16.0,2021,7,16,4,197,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,1,1.625,2.25,2.0,16.0,0,2021-07-16,,,,,,,,,,,,0,,55.0,82.5,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,4.0,4.0,4.0,36.0,41.0,31.0,25.0,30.0,25.0,20.0,20.0,3.5833333333333335,3.1357142857142857,31.0,28.428571428571427,28.333333333333332,26.428571428571427,-20.0,0.0,2.571428571428573,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,3.0,2021,7,17,5,198,0,1,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,1.625,2.25,2.0,3.0,0,2021-07-17,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,4.0,4.0,16.0,36.0,41.0,30.0,25.0,30.0,20.0,20.0,3.1666666666666665,3.185714285714286,18.333333333333332,25.285714285714285,26.666666666666668,26.428571428571427,-13.0,0.0,-6.9523809523809526,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,11,11.0,2021,7,22,3,203,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,1.625,2.25,2.0,11.0,0,2021-07-22,,,,,,,,,,,,0,,55.0,68.75,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.75,4.0,3.0,16.0,36.0,25.0,30.0,25.0,20.0,20.0,2.75,3.2357142857142853,10.0,23.285714285714285,26.666666666666668,26.428571428571427,8.0,0.0,-13.285714285714285,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,28.0,28.0,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,11,11.0,2021,7,23,4,204,0,0,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,1.625,2.25,2.0,11.0,0,2021-07-23,,,,,,,,,,,,0,,55.0,77.0,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.75,2.75,11.0,3.0,16.0,25.0,25.0,30.0,20.0,20.0,2.75,3.2857142857142856,8.333333333333334,21.285714285714285,26.0,26.857142857142858,0.0,0.0,-12.95238095238095,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,28.0,28.0,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,11,11.0,2021,7,24,5,205,0,1,-0.4999999999999997,-0.8660254037844388,15.0,11.375,0,1.625,2.25,2.0,11.0,0,2021-07-24,,,,,,,,,,,,0,,55.0,77.0,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.75,2.75,11.0,11.0,3.0,28.0,25.0,25.0,20.0,20.0,2.75,3.107142857142857,11.0,18.428571428571427,27.0,27.285714285714285,0.0,0.0,-7.428571428571427,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,35.0,35.0,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,18,18.0,2021,7,25,6,206,0,1,-0.4999999999999997,-0.8660254037844388,15.0,11.375,1,1.625,2.25,2.0,18.0,0,2021-07-25,,,,,,,,,,,,0,,55.0,96.25,0,20.0,19.95,0.13095238095238096,20.0,20.0,20.0,2.75,2.75,2.75,11.0,11.0,11.0,28.0,28.0,25.0,20.0,20.0,2.75,2.9285714285714284,13.333333333333334,15.142857142857142,30.333333333333332,28.0,7.0,0.0,-1.8095238095238084,0.15151515151515152,20.833333333333336,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,6.0,6.0,1.25,1.25,4.0,4.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,31,31.0,2021,8,1,6,213,0,1,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,2.625,2.75,2.0,31.0,1,2021-08-01,,,,,,,,,,,,0,,80.0,100.0,0,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,2.75,2.75,2.75,18.0,11.0,11.0,35.0,28.0,28.0,20.0,20.0,3.1666666666666665,2.9285714285714284,20.0,14.428571428571429,29.333333333333332,28.0,13.0,0.0,5.571428571428571,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,2,2.0,26,26.0,2021,8,2,0,214,0,0,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.875,1.25,2.0,26.0,0,2021-08-02,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,4.0,2.75,2.75,31.0,18.0,11.0,25.0,35.0,28.0,20.0,20.0,3.0833333333333335,2.892857142857143,25.0,15.857142857142858,28.333333333333332,27.285714285714285,-5.0,0.0,9.142857142857142,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,2,2.0,26,26.0,2021,8,3,1,215,0,0,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.875,1.25,2.0,26.0,0,2021-08-03,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.5,4.0,2.75,26.0,31.0,18.0,25.0,25.0,35.0,20.0,20.0,3.0,2.857142857142857,27.666666666666668,19.142857142857142,25.0,27.285714285714285,0.0,0.0,8.523809523809526,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,26,26.0,2021,8,6,4,218,0,0,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.875,1.25,2.0,26.0,0,2021-08-06,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.5,2.5,4.0,26.0,26.0,31.0,25.0,25.0,25.0,20.0,20.0,2.5,2.8214285714285716,26.0,21.285714285714285,25.0,27.285714285714285,0.0,0.0,4.714285714285715,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,31,31.0,2021,8,7,5,219,0,1,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.875,1.25,2.0,31.0,0,2021-08-07,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.5,2.5,2.5,26.0,26.0,26.0,25.0,25.0,25.0,20.0,20.0,2.5,2.7857142857142856,27.666666666666668,24.142857142857142,25.0,26.857142857142858,5.0,0.0,3.5238095238095255,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,5,5.0,2021,8,9,0,221,0,0,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.625,2.25,0.0,5.0,0,2021-08-09,,,,,,,,,,,,0,,55.0,68.75,0,0.0,19.75,0.13095238095238096,20.0,20.0,20.0,2.5,2.5,2.5,31.0,26.0,26.0,25.0,25.0,25.0,20.0,20.0,2.5833333333333335,2.7857142857142856,20.666666666666668,23.285714285714285,25.0,26.428571428571427,-26.0,0.0,-2.619047619047617,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,31,31.0,2021,8,10,1,222,0,0,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.875,1.25,2.0,31.0,0,2021-08-10,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.75,2.5,2.5,5.0,31.0,26.0,25.0,25.0,25.0,20.0,20.0,2.5833333333333335,2.75,22.333333333333332,25.142857142857142,25.0,25.0,26.0,0.0,-2.80952380952381,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2021,8,11,2,223,0,0,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.875,1.25,2.0,26.0,0,2021-08-11,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.5,2.75,2.5,31.0,5.0,31.0,25.0,25.0,25.0,20.0,20.0,2.5833333333333335,2.5357142857142856,20.666666666666668,24.428571428571427,25.0,25.0,-5.0,0.0,-3.761904761904759,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2021,8,12,3,224,0,0,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.875,1.25,2.0,26.0,0,2021-08-12,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.5,2.5,2.75,26.0,31.0,5.0,25.0,25.0,25.0,20.0,20.0,2.5,2.5357142857142856,27.666666666666668,24.428571428571427,25.0,25.0,0.0,0.0,3.238095238095241,0.15151515151515152,20.0,0.1858974358974359
5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,31,31.0,2021,8,13,4,225,0,0,-0.8660254037844384,-0.5000000000000004,15.0,11.375,0,1.875,1.25,2.0,31.0,0,2021-08-13,,,,,,,,,,,,0,,50.0,62.5,0,20.0,18.7,0.11904761904761904,20.0,20.0,20.0,2.5,2.5,2.5,26.0,26.0,31.0,25.0,25.0,25.0,20.0,20.0,2.5,2.5357142857142856,27.666666666666668,25.142857142857142,25.0,25.0,5.0,0.0,2.5238095238095255,0.15151515151515152,20.0,0.1858974358974359
