Date debut,Date fin,Thématique,Objets,District,Commune,Localite,Region,Types,Longitude,Latitude,Personne concerne,Mort,Colonne1,description,Commentaire,Date_debut_dt
28/02/2021,,Incidents Maritimes,26 Février 2021:Noyage mortelle d'un plongeur:Ressortissant français,NOSY BE,,Nosy Taninkely,,,48.235366,-13.482514,,,,"Le 26 février 2021, un plongeur, ressortissant frainçais, âgé de 52 ans, denommé ONNO Morgan, domicilié à Djamajary a été trouvé mort par noyade, dans un ilot Nosy Tanikely, Arondissement de Hell-Ville, district de Nosy Be. Avant cet incident, lors d’une sortie en mer, cette victime a été à bord d’une vedette rapide avec deux autres personnes pour faire la pêche. Après constat effectué par le médécin légiste, le défunt aurait eu une hémorragie cérébrale et qui serait à l’origine de sa mort. Le consul honoraire de France à Nosy Be et les éléménts de la Gendarmerie Nationale (Brigade de Dzamanjary) ont assisté au constat du cadavre. Le déroulement de cet accident n’est pas encore déterminé, mais l'enquête était déjà ouverte. Il est à souligner que de sa belle biodiversité marine, cet ilot a un statut d’Aire Protégée Marine et Côtière qui attire les touristes.",,2021-02-28
01/03/2021,01/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/03/2021,02/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/03/2021,03/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/03/2021,04/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/03/2021,05/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/03/2021,06/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/03/2021,07/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/03/2021,08/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/03/2021,09/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/03/2021,10/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/03/2021,11/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/03/2021,12/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/03/2021,13/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/03/2021,14/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/03/2021,15/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/03/2021,16/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/03/2021,17/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/03/2021,18/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/03/2021,19/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/03/2021,20/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/03/2021,21/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/03/2021,22/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/03/2021,,Incidents Maritimes,17 Mars 2021:Homme mort à bord:Navire caboteur AURETIA,TOAMASINA,,Port,,,49.428528,-18.159593,,,,"Le 17 Mars 2021, le navire caboteur AURETIA, pavillon Malagasy, en partance d’Antalaha, est arrivé au port de Toamasina la nuit du 20 Mars 2021, avec le cadavre d’un jeune homme de 23 ans. Ce dernier a perdu sa vie à bord de ce navire durant leur trajet en haute mer à cause d’un problème d’estomac. Néanmoins, à leur arrivée au port, tous les passagers à bord dudit navire ont dû passer un test de Covid-19.",,2021-03-23
24/03/2021,24/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/03/2021,25/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/03/2021,26/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/03/2021,27/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/03/2021,28/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/03/2021,29/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/03/2021,30/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
31/03/2021,31/03/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/04/2021,01/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/04/2021,02/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/04/2021,03/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/04/2021,04/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/04/2021,,Incidents Maritimes,02 Mai 2021:Noyade mortelle:Garçon de 14 ans,SAMBAVA,,Ampahanisahana,,,50.181132,-14.270993,,,,"Le 02 mai 2021 dans l’après-midi, alors qu’il nageait dans la mer avec ses camarades, un jeune de 14 ans a disparu, emporté par une forte houle. Le 03 mai 2021 vers 8h, le corps sans vie a été retrouvé par les pêcheurs, à environ 200m de la rive, dans le fokontany d‘Ampahanisahana, commune d’Ampandrozonana, Sambava.",,2021-04-05
06/04/2021,06/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/04/2021,07/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/04/2021,08/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/04/2021,09/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/04/2021,10/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/04/2021,11/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/04/2021,12/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/04/2021,13/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/04/2021,14/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/04/2021,15/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/04/2021,16/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/04/2021,17/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/04/2021,18/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/04/2021,19/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/04/2021,,Incidents Maritimes,18 Avril 2021:Echouage LCT BARGE EXPRESS:Pav Malagasy,MAROANTSETRA,,,,,49.731644,-15.446104,,,,"Le 18 avril 2021 vers 18h, le navire LCT BARGE EXPRESS, MMSI 647521310, battant pavillon malagasy, en effectuant le ravitaillement en carburant au dépôt de la SOLIMA Andranonagozy, fokontany Ambatomasina dans la Commune Urbaine de Maroantsetra, s’est incliné en raison du mauvais temps et s’est échoué sur la plage. En partance de Toamasina pour approvisionner une partie de la région Est en carburant, il était arrivé à Maroantsetra le 16 avril 2021. Ce navire, appartenant à la société COLAS, affrété par la Société Logistique Pétrolière, a transporté 15 conteneurs de carburant, avec 13 passagers à son bord. Aucune perte en vie humaine n’est à déplorer. Le 21 avril 2021 vers 22H30C, le navire est déséchoué. Le 22 avril 2021 vers 12H15C, BARGE EXPRESS a effectué les opérations de déchargement de carburants dans le dépôt à Maroantsetra. Il devra rallier le port d’Antalaha le 23 avril 2021 vers midi pour des activités de ravitaillement en carburant dans le Nord-Est de Madagascar.",,2021-04-20
20/04/2021,,Incidents Maritimes,19 Avril 2021:Naufrage boutre NANY:11 morts,MAINTIRANO,,Tambohorano,,,43.93875,-17.503195,,,,"Le 19 avril 2021 vers 15h, un boutre dénommé NANY, en partance de Maintirano tôt dans la matinée pour rallier Besalampy, a fait naufrage à l’entrée de l’embouchure de Tambohorano. En raison de la puissance des vagues, causées par des vents violents, ce boutre avec une trentaine de passagers à bord, s’est brisé. La mer déchainée a emporté tous les passagers. L’un d’eux a pu rejoindre la rive pour alerter la brigade de la gendarmerie locale. Des vedettes rapides ont été déployées pour récupérer les survivants et effectuer des recherches, qui ont dû être interrompues à la nuit tombante. Après la reprise des recherches le lendemain, 18 personnes parmi les passagers ont pu être sauvées. Au total, dix (10) personnes sont mortes noyées durant le naufrage. L’équipage du boutre n’a pas reçu l’aval de l’APMF pour naviguer, compte tenu des conditions météorologiques très dégradées, et les marchandises qu’il transportait sont suspectées d’être en surcharge. Le 21 avril 2021 dans la soirée, un (01) autre corps sans vie a été retrouvé. ",,2021-04-20
21/04/2021,21/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/04/2021,22/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/04/2021,,Incidents Maritimes,18 Avril 2021:Disparition 2 pêcheurs:Forte houle,ANALALAVA,,,,,47.704721,-14.446166,,,,"Le dimanche 18 avril 2021, alors que les pêcheurs revenaient d’Andrivabe Nosy lava, dans le canal de Mozambique, des vents violents (varatraza) entrainant de fortes vagues ont soudainement frappé plus d’une dizaine de bateaux. Ils n’ont pas alors pu arriver à destination, car certains ont été emportés au nord de Nosy lava, d’autres ont fait naufrage sur Nosy Saba ou Morintsa, Ankatakatabe, Ambalahonko, et d’autres ont dû jeter l’ancre au milieu de la mer en attendant que le vent se calme. Des vedettes rapides ont été déployées pour rechercher les naufragés. Deux personnes sont portées disparues et encore recherchées. Ce sont des étudiants de 15 et 18 ans qui pratiquent la pêche en dehors des périodes scolaires. D’après les informations reçues, ces pêcheurs n’ont pas été avisés du mauvais temps avant leur départ. En plus, ils ne disposent pas d'équipements de navigation tels que des gilets de sauvetage, alors que le varatraza frappe du moins jusqu’au mois de septembre. Le 27 avril 2021, des informations reçues du maire d’Analalava, à la suite des recherches effectuées par les autorités, les deux étudiants portés disparus ont été retrouvés sains et saufs à Ambarimpotaka. Ils ont été ramenés à Nosy Lava.",,2021-04-23
24/04/2021,24/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/04/2021,25/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/04/2021,26/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/04/2021,,Incidents maritimes,26 Avril 2021:Echouage HASSINA:Navire cargo:Pav Malagasy,TOAMASINA,,,,,49.412339,-18.131119,,,,"Le 26 avril 2021 vers 12H30, alors qu’il était au mouillage au large, au nord du port de Toamasina, le navire cargo HASSINA, pavillon Malagasy (ex-Kiribati), MMSI 529813000, s’est échoué sur la plage près du rivage du Lycée Rabemananjara. Après la rupture de la chaine de l’ancre, les personnes à bord du navire ont essayé de le manœuvrer, vu sa proximité de la plage, quand la forte houle s’est abattue brusquement et a entrainé l’échouement. Ce navire transporte généralement des marchandises de Toamasina vers Antsiranana depuis 2017. Depuis le 29 décembre 2019, il est au port de Toamasina. Puis il a été mis en rade à cause de la pandémie et l’inexistence de marchandises. Le 27 et le 28 avril 2021 à midi durant la marée haute, les opérations de déséchouage initiées par l’armateur, l’APMF et la SPAT à l’aide du remorqueur NOE, n’ont pas abouti. Le 29 avril 2021, aucune action n’a été effectuée, mais les autorités portuaires concernées se sont réunies pour une éventuelle remise à flot du navire. Le 01er juin 2021, Adonis SA avec l'armateur et sous la houlette de l'OLEP a réussi le pompage des fuels après trois (03) jours d'effort. ",,2021-04-27
28/04/2021,28/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/04/2021,29/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/04/2021,30/04/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/05/2021,01/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/05/2021,02/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/05/2021,03/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/05/2021,04/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/05/2021,05/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/05/2021,,Incidents Maritimes,05 Juin 2021:Naufrage pirogue à balancier:Surcharge:37 à bord:9 morts_5 introuvables,TOLIARA,,Soalara Sud,,,43.718898,-23.557462,,,,"Le 05 juin 2021 vers 06 h du matin, une pirogue à balancier motorisée a quitté Soalara Sud pour rejoindre Toliara. Quelques minutes après avoir quitté les lieux, en raison du mauvais temps, la pirogue motorisée 8 m x 0 70 m), avec 37 personnes à bord, a chaviré à deux km du lieu de départ dû à la surcharge et aux fortes houles. En conséquence, 03 corps sans vie ont été retrouvés, 06 sont portés disparus et 31 personnes ont été hospitalisées En attendant que leurs familles se manifestent, les corps ont été emmenés au Bureau de la Commune Rurale de Soalara Sud, un village de pêcheurs de la côte ouest de Madagascar, situé à environ 15 nautiques 28 km) au Sud de Toliara.",,2021-05-06
06/05/2021,,Incidents Maritimes,05 Juin 2021:Détresse SAFARI NDJEMA:Caboteur Comorien:Voie d'eau,MAHAJANGA,,Port,,,46.303849,-15.73045,,,,"Le 05 Juin 2021, le MRCC a reçu une information émanant de l’Ambassade des Comores à Mahajanga, concernant la situation en détresse de SAFARI NDJEMA, caboteur international, pavillon Comores, au large du port de Mahajanga. Le navire est en provenance de Moroni et à destination d’Anjouan, Comores., le navire est arrivé et au mouillage au large à environ 100 mètres du port de Mahajanga le 31 Mai 2021 vers 07H15Mn heures locales. En cours de protocole de restriction sanitaire, avec deux (02) équipages positifs aux Covid-19 parmi les vingt-deux (22) testés, de l’eau a commencé à entrer dans le navire. Il y a eu une avarie électrique totale à bord.",,2021-05-06
07/05/2021,07/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/05/2021,08/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/05/2021,09/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/05/2021,10/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/05/2021,11/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/05/2021,12/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/05/2021,13/05/2021,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/05/2021,,Incidents Maritimes,09 Mai 2021:Disparition WAKASHIO MARU 68:Navire de pêche:25 équipages:Mauvais temps,MADAGASCAR,,,,,,,,,,"Le 09 mai 2021 vers 18H26 heures universelles, le navire de pêche japonais WAKASHIO MARU N°68, MMSI: 431602342 et indicatif d’appel: JNHP, a été identifié la dernière fois sur la plateforme AIS ExactearthShipview en situation de dérive avec une vitesse de 1,5 nœud. Il était alors localisé à environ 274 nautiques (507 km) au Nord-ouest de l’île aux Cochons dans les archipels de Crozet (TAAF), à environ 990 nautiques (1833km) au Sud de Madagascar. Il a embarqué à son bord 25 membres d’équipage. Selon son consignataire, le 11 mai 2021 vers 03H17 heures universelles, le navire a été détecté à la position 41°46.69'S et 048°11.55'E, à environ 311 nautiques (576km) au Nord-ouest de l’île aux Cochons, dans la zone SRR française aux TAAF. Le 11 mai 2021 vers 23H45mn heures universelles, le navire de pêche japonais WAKASHIO MARU N°58 est dérouté vers la zone pour rechercher le navire et déterminer sa position exacte. Le 12 mai 2021 vers 07H05 heures universelles, le MRCC Cape Town en Afrique du Sud a reçu alerte de détresse via mail de la part du consignataire du navire de pêche. La communication (radio, AIS) étant coupée depuis et la position du navire est devenue indéterminée. Les opérations SAR sont coordonnées par MRCC La Réunion. Le 14 mai 2021 vers 10H57mn heures universelles, WAKASHIO MARU N°58 est localisé à environ 384 nautiques (711 km) au Nord-ouest de l’île aux Cochons en transit avec une vitesse de 9,6 Nœuds. La situation météorologique sur zone est composée par un vent d’Ouest de 32 nœuds et une vague de 6,4m. ",,2021-05-14
